categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Snacks|Lindt|Création dessert|e|Sucre, beurre de cacao, pâte de cacao, poudre de _lait_, beurre _laitier_ concentré, _lactose_, sucre inverti, sirop de glucose, praliné _noisettes_2 %, matière grasse végétale, stabilisant, _noisettes_ 1 %, _noix_ 0.9 %, cacao maigre, feuillantine), poudre de _lait_ écrémé, grains de caramel0.8 %, émulsifiant, meringue lactée0.2 %, éclats de biscuits, sucre, glucose, protéines de _lait_, poudre à lever), poudre de _crème_, céréales croustillantes, poudre à lever), extrait de malt d'_orge_, arômes, _mascarpone_, arôme naturel de café, arôme naturel de vanille, arôme, arômes naturels, sel, agent d'enrobage, protéines de _lait_, colorant, stabilisant.|2347|35|50||4.7|0.14|||||||||||||||||1|lait, laitier, lactose, noisettes, noisettes, noisettes, noix, blé, laitier, lactosérum, orge, lait, lactose, laitier, lait, soja, blé, lait, blé, lait, crème, blé, blé, orge, mascarpone, lait|E160c - Extrait de paprika,E322 - Lécithines,E322i - Lécithine,E339 - Orthophosphates de sodium,E339ii - Phosphate disodique,E414 - Gomme d'acacia,E420 - Sorbitol,E420i - Sorbitol,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium|
Snacks|Lindt|Lindola|e|sucre, pâte de cacao, beurre de cacao, poudre de _lait_, beurre _laitier_ concentré, _lactose_, _amandes_ 2%, praliné _noisettes_1%, sucre inverti, sirop de glucose, praliné _amandes_1%, crème d'_amandes_1%, matière grasse végétale de palme, _noisettes_ 1%, _noix de Macadamia_ 1%, noix 0.5%, poudre de _lait_ écrémé, émulsifiant, stabilisant, kirsch 0.2%, éclats de gaufrettes, sucre, poudre à lever, huile de palme) 0.2%, griotte semi-confite 0.1%, café 0.1%, grains de caramel0.1%, airelles rouges séchées, extrait de malt d'_orge_, miel, arôme, arômes, agent d'enrobage, vanille Bourbon naturelle en gousse, conservateur, colorant, décalcomanie alimentaire)|2275|36|47||5.6|0.130048|||||||||||||||||1|lait, laitier, lactose, amandes, noisettes, noisettes, amandes, amandes, amandes, amandes, noisettes, noix de Macadamia, lait, soja, blé, lactose, laitier, lait, orge|E160c - Extrait de paprika,E172 - Oxyde de fer,E172ii - Oxyde de fer rouge,E202 - Sorbate de potassium,E322 - Lécithines,E322i - Lécithine,E414 - Gomme d'acacia,E420 - Sorbitol,E420i - Sorbitol,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Lindt|Les Pyrénéens Les Frappés Lait Citron|e|sucre, beurre de cacao, poudre de _lait_, pâte de cacao, _lactose_, sucre inverti, sirop de glucose, jus concentré de citron, stabilisant, beurre _laitier_ concentré, poudre de _lait_ écrémé, émulsifiant, extrait de malt d'_orge_, arôme naturel, arôme.|2184|28|55||5.1|0.19|||||||||||||||||0|lait, lactose, laitier, lait, soja, orge|E322 - Lécithines,E322i - Lécithine,E420 - Sorbitol,E420i - Sorbitol|
Snacks|Lindt|Connaisseurs pralinés|e|Sucre, praliné _noisettes_15 %, _lactose_, beurre de cacao, poudre de _lait_, pâte de cacao, _noisettes 5 %, matière grasse de palme, _amandes 3 %, praliné _amandes_1 %, beurre _laitier_ concentré, feuillantine) 0.7 %, poudre de _lait_ écrémé, émulsifiant, sirop de glucose, grains de caramel0.2 %, extrait de malt d'_orge_, arômes, arôme naturel, miel.|2326|35|52||5.6|0.11|||||||||||||||||1|noisettes, noisettes, lactose, lait, amandes, amandes, laitier, blé, laitier, lactosérum, orge, lait, soja, lactose, laitier, lait, orge|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Lindt|Les Pyrénéens Les Frappés Framboise|e|Sucre, pâte de cacao, beurre de cacao, poudre de _lait_, sucre inverti, sirop de glucose, stabilisant, jus concentré de framboise, beurre _laitier_ concentré, _lactose_, émulsifiant, acidifiant, arôme.|2182|30|49||4.2|0.08|||||||||||||||||0|lait, laitier, lactose, soja|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E420 - Sorbitol,E420i - Sorbitol|
Snacks|Lindt|Les Pyrénéens Noir|e|Matière grasse végétale, sucre, pâte de cacao, beurre de cacao, poudre de _lait_, beurre _laitier_ concentré, _lactose_, poudre de _lait_ écrémé, _amandes_, _noisettes_, émulsifiant, arômes, arôme naturel de vanille, arôme.|2756|57|31||4.1|0.1|||||||||||||||||0|en:milk,en:nuts,en:soybeans|E322 - Lécithines,E322i - Lécithine|
Snacks|Lindt|Les Pyrénéens Les Frappés Noir Menthe|e|Sucre, pâte de cacao, beurre de cacao, sucre inverti, poudre de _lait_, beurre _laitier_ concentré, sirop de glucose, stabilisant, _lactose_, émulsifiant, huile essentielle de menthe, arôme, colorant.|2183|29|52||4.2|0.08|||||||||||||||||0|lait, laitier, lactose, soja|E141 - Complexe cuivrique des chlorophylles,E322 - Lécithines,E322i - Lécithine,E420 - Sorbitol,E420i - Sorbitol|
Snacks|Lindt|Connaisseurs ganaches|e|Sucre, pâte de cacao, beurre _laitier_ concentré, beurre de cacao, sucre inverti, sirop de glucose, poudre de _lait_, poudre de _lait_ écrémé, stabilisant, _lactose_, émulsifiant, jus concentré de framboise, arôme naturel de vanille, extrait de malt d'_orge_, arôme naturel de café, fleur de sel, arôme naturel, arôme, acidifiant.|2366|38|45||4.2|0.15|||||||||||||||||0|laitier, lait, lait, lactose, soja, orge|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E420 - Sorbitol,E420i - Sorbitol|
Snacks|Lindt|Lindt Connaisseurs|e|sucre, praliné _noisettes_15%, _lactose_, beurre de cacao, matière grasse végétale de palme, pâte de cacao, poudre de _lait_, _noisettes_ 5%, _amandes_ 1%, praliné _amandes_1%, beurre _laitier_ concentré, poudre de _lait_ écrémé, éclats de gaufrettes, dextrose, sel, arôme naturel de vanille) 0.5%, feuillantine) 0.5%, émulsifiant, extrait de malt d'_orge_, arômes, arôme naturel, miel, sirop de glucose.|2322|35|52||5.2|0.1|||||||||||||||||0|noisettes, noisettes, lactose, lait, noisettes, amandes, amandes, amandes, laitier, lait, blé, blé, blé, laitier, lactosérum, orge, soja, orge, noisettes, noisettes, lactose, lait, noisettes, amandes, amandes, amandes, laitier, lait, blé, blé, blé, laitier, lactosérum, orge, soja, orge|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Lindt,Lindt & Sprüngli|Création de Noël|e|Sucre, beurre de cacao, pâte de cacao, _lactose_, praline noisettes8 %, poudre de _lait_, _beurre _ laitier concentré, matière grasse végétale de palme,  _noisettes_ 2 %, sirop de glucose, crème de nougat), 1 %, éclats de Speculoos, sel, cannelé 0.7 %, stabilisant, poudre de  _lait _ écrémé sucre inverti, émulsifiant, extrait de malt d' _orge _, arôme naturel de miel, arôme naturel, arômes, arôme naturel d'orange, arôme, conservateur, colorant (extrait de paprika.|2301|34|51|0|4.9|0.1|||||||||||||||||0|en:gluten,en:milk,en:nuts,en:soybeans|E150a - Caramel E150a,E160c - Extrait de paprika,E202 - Sorbate de potassium,E322 - Lécithines,E322i - Lécithine,E420 - Sorbitol,E420i - Sorbitol,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Lindt,Lindt & Sprüngli|Champs Élysées Noir|e|Sucre, pâte de cacao, praliné NOISETTES11 %, LACTOSE, matière grasse végétale, beurre de cacao, beurre LAITIER concentré, praliné AMANDES2 %, NOISETTES 1 %, AMANDES, poudre de LAIT, éclats de gaufrettes, sel, arôme naturel de vanille) 0.8 %, cacao maigre, émulsifiant, poudre de LAIT écrémé, arôme naturel de café, extrait de malt d'ORGE, arôme, arômes naturels, arômes.|2339|36|49||4.8|0.06|||||||||||||||||1|NOISETTES, NOISETTES, LACTOSE, LAITIER, AMANDES, AMANDES, NOISETTES, AMANDES, LAIT, BLE, SOJA, LAIT, ORGE|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
Snacks|Lindt,Lindt & Sprüngli|Les Pyrénéens 30 lait|e|Matière grasse végétale, sucre, beurre de cacao, pâte de cacao, poudre de _lait_, _lactose_, beurre _laitier_ concentré, poudre de _lait_ écrémé, _amandes_, _noisettes_, émulsifiant, arômes, arôme, arôme naturel de vanille.|2799|57|33||4.4|0.15|||||||||||||||||0|lait, lactose, laitier, lait, amandes, noisettes, soja|E322 - Lécithines,E322i - Lécithine|
Snacks|Lou Cocal|Noix du Périgord AOP Grillées au caramel|d|_Noix_ du Périgord AOP 62 %, sucre, eau, _beurre_ frais.|2192|34.8|38.01||9|0|||||||||||||||||0|Noix, beurre||
Snacks|Lutti|Calendrier de l'après|e|Sucre, sirop de glucose-fructose, chocolat au lait 22 %, graisse végétale de coprah, poudre de LAIT entier, gélatine, poudre de LAIT écrémé, éclats de caramel, acidifiants : acide citrique, acide malique, stabilisant : sorbitol, correcteur d'acidité : malates de sodium, arômes, émulsifiant : lécithines de SOJA, colorants : E120. E161b, E133. E172. E170.|1824|16|60||5.9|0.27|||||||||||||||||0|en:milk,en:soybeans|E120 - Acide carminique,E133 - Bleu brillant FCF,E161b - Lutéine,E170 - Carbonate de calcium,E172 - Oxyde de fer,E296 - Acide malique,E322 - Lécithines,E330 - Acide citrique,E350 - Malate de sodium,E420 - Sorbitol,E420i - Sorbitol,E428 - Gélatine,E473 - Sucroester|
Snacks|Lutti|Splend'Or Le Rocher Pétillant|e|Chocolat au lait 40 %- Praliné NOISETTE 28.5 %- LACTOSERUM en poudre - Beurre de cacao - Pâte de cacao - Sucre - Sucre pétillant- Nougatine NOISETTES 3.2 %- Cacao maigre en poudre - Huile végétale de colza - Matière grasse LAITIERE anhydre - Arôme - Emulsifiant: Lécithines de SOJA.|2272|33|53||6.8|0.23|||||||||||||||||0||E290 - Dioxyde de carbone,E322 - Lécithines|
Snacks|M&M's|Party Pack M&M's Peanut|e|Sucre, cacahuètes, pâte de cacao, _lait_ écrémé en poudre, _lactose_ et protéines de _lait_, matière grasse végétale, beurre de cacao, _beurre_ concentré, amidon, sirop de glucose, émulsifiant, gélifiant, colorants, dextrine, agent d'enrobage, arômes, sel, huile végétale.|2117|25.4|53.6|2.7|9.4|0.2|||||||||||||||||0|lait, lactose, lait, beurre, soja|E100 - Curcumine,E120 - Acide carminique,E133 - Bleu brillant FCF,E1400 - Dextrines,E160e - Apocaroténal 8',E171 - Oxyde de titane,E322 - Lécithines,E322i - Lécithine,E414 - Gomme d'acacia,E903 - Cire de carnauba|
Snacks|Magic Pop|Microwave Popcorn Salted|e|Maïs, sel, huile de palme ségréguée.|1788|20.7|1.1||8.1|2.5|||||||||||||||||1|||
Snacks|Magic pop/ microwave,Magic Pop|Microwawe Popcorn Cheese Flavour|d|Maïs à éclater, huile de palme certifiée RSPO SG, sel, arôme, lécithine de tournesol, poudre de _fromage_, colorant : carotènes mélangés.|1977|28.5|1|7.5|7.7|1.99|||||||||||||||||1|en:milk|E160a - Bêta-carotène,E322 - Lécithines,E322i - Lécithine|
Snacks|Maison Peltier|Pain d'Épices au Caramel Beurre Salé|d|Miel de France 48 %, farine de _blé_, sucre, _œufs_ frais de France, éclats de caramel 3.5 %, _beurre_ de France, arôme caramel beurre salé 1 %, poudres à lever : carbonates de sodium et d'ammonium, épices : anis et cannelle. Présence possible de fruits à coques et arachides.|1409|2|49||4.7|0.41|||||||||||||||||0|en:eggs,en:gluten,en:milk|E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Snacks|Maison taillefer|Maison Taillefer Chocolat Au Lait Pur Beurre De Cacao Fourrage Au Caramel Au Beurre Salé 75G - Lot X6|e|CHOCOLAT AU LAIT 65.5%; FOURRAGE CARAMEL 31 % [crème de caramel au beurre salé 84%d'Isigny A.O.P. 8%, lait entier en poudre, beurresalé d'Isigny A.O.P. 4.5%, fibres alimentaires, sel de Guérande 0.6%, arôme naturel vanille), chocolat blanc 12%, beurre de cacao] ; ECLATS DE CARAMEL 3.5%d'Isigny A.O.P. 9%, beurresalé d'Isigny A.O.P. 3.6 %, sel de Guérande 1 2%, émulsifiant : lécithine de colza). Chocolat au lait 34% de cacao minimum. Chocolat pur beurre de cacao. Traces de gluten, d'arachides et de fruits à coque.|2536|28.1|50.3||4.7|0.29|||||||||||||||||0|LAIT|E322 - Lécithines,E322i - Lécithine|
Snacks|Maline Thomas|Gâche en tranches épaisses Pur Beurre et à la Crème Fraîche|e|farine de blé, œufs frais, sucre, beurre 13%, crème fraiche 6.5%, levain 3.5%, levure, sel, arôme.- Contient : gluten, œufs et lait. Traces éventuelles de soJa.|1611|15.9|16.2||8.9|0.93|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Snacks|Maline Thomas|Brioche tressée en tranches épaisses pur beurre et au levain|b|Farine de _blé_, _œufs_ frais, _beurre_ 15%, sucre, levain 3.5%, arôme, levure, sel.|1598|16|0||9.2|0.86|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Snacks|Marché Franprix,Franprix|Cake Jambon Olives|c|Jambon cuit supérieur 21%, _œufs_, farine de _blé_, huile de colza, _lait_ entier, _emmental_, olives vertes 7.9%, fibre de pousses de bambou, sucre, poudre à lever : diphosphate disodique - carbonate acide de sodium, muscade, poivre blanc.|1343|23.9|2.4|3.6|11.3|1.32|||||||||||||||||0|en:eggs,en:gluten,en:milk|E202 - Sorbate de potassium,E250 - Nitrite de sodium,E300 - Acide ascorbique,E316 - Erythorbate de sodium,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Snacks|Mars|Mars Coeur Fondant|e|Chocolat au lait, sirop de glucose, sucre, huile de tournesol, lait écrémé en poudre, lactose, beurre concentré, extrait de malt d'orge, sel, peit-lait en poudre, matière grasse végétale, blanc d'oeuf en poudre, beurre de cacao, lait entier en poudre, pâte de cacao, protéine de lait hydrolysée, extrait naturel de vanille, émulsifiant|1898|17.2|64.3|0.8|3.6|0.42|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Snacks|Mars|Mars Coeur fondant|e|Sucre sirop de glucose, beurre de cacao, _lait_ entier en poudre, pâte de cacao, huile de tournesol, _lait_ écrémé en poudre, _lactose_, petit _lait_ en poudre, cacao maigre, beurre concentré, extrait de _malt_ d'orge, émulsifiant : lécithine de _soja_, sel, matières grasses de palme, blanc d'_oeuf_ en poudre, protéines de _lait_ hydrolysée, extrait naturel de vanille|1886|16.6|61.7||4|0.39|||||||||||||||||1|lait, lait, lactose, lait, lait, malt, soja, oeuf, lait|E322 - Lécithines,E322i - Lécithine|
Snacks|Mathez|J'adore truffe fantaisie|e|chocolat noir 65.5%, graisse végétale, pépites de chocolat 5 %, cacao en poudre. Cacao:45% minimum.|2674|52.2|35.2||3.2|0|||||||||||||||||0|||
Snacks|Mathez|Truffes fantaisie|e|graisses végétales, sucre, cacao maigre en poudre, lactosérum en poudre, cacao en poudre, émulsifiant : lécithines de soja.|2510|45.7|39||4.1|0.1|||||||||||||||||1||E322 - Lécithines|
Snacks|Matindoux,Norma|Brioche Tranchée aux Pépites de Chocolat|d|Farine de _blé_, pépites de chocolat 11%, huile végétale de colza, _œufs_ frais, sucre, eau, fibres de _blé_, levure, arômes, sel, émulsifiants : mono- et diglycérides d'acides gras et esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras, _gluten de blé_, colorant: caroténoïdes, antioxydant: acide ascorbique.|1494|14|14||7.9|1|||||||||||||||||0|blé, œufs, blé, blé, gluten de blé|E160 - Caroténoïdes,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Mazet|Chokothé|e|Sucre, pâte de cacao, beurre de cacao, gingembre 7.7 %, poudre de thé noir Darjeling 2.8 %, gomme d'acacia, émulsifiant : lécithine de _soja_, agent d'enrobage : shellac.|2222|40.1|26.9||5.5|0.04|||||||||||||||||0|sulfites, soja|E322 - Lécithines,E322i - Lécithine,E414 - Gomme d'acacia,E904 - Gomme-laque|
Snacks|Maître Prunille|Rigopop Fraise|d|Sucre 41.2%, maïs 22.7%, sirop de glucose, eau, huile de tournesol, émulsifiant : E322. arôme naturel de fraise, colorant : E120. sel.|1682|6.5|55|2.7|2.6|0.1|||||||||||||||||0||E120 - Acide carminique,E322 - Lécithines|
Snacks|Maître Prunille|Mélange Hawaï|d|Noix de coco en cubes 20%, dés de mangue 20%, dés de kiwi 20%, _noix de pécan_ décortiquées 20%, raisins secs 20%.|1908|21.2|51.7|3.9|3.5|0.2|||||||||||||||||0|disulfite de sodium, anhydride sulfureux, anhydride sulfureux, noix de pécan, anhydride sulfureux|E220 - Anhydride sulfureux,E223 - Disulfite de sodium,E330 - Acide citrique|
Snacks|Maître Prunille|Mélange japonais|c|Riz gluant 34%, farine de blé 21%, arachide 16%, sucre, amidon modifié de mais, sauce soja, maltodextrine, sirop de glucose, graines de sésame, sel, huile végétale de tournesol, wasabi 0.2%, amidon modifié de tapioca, amidon de pomme de terre, algues marines en poudre, extrait de levure, colorant|1728|8.7|13|3.9|9.6|1.3|||||||||||||||||0|blé, arachide, soja, soja, blé, graines de sésame|E141 - Complexe cuivrique des chlorophylles,E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines,E14XX - Amidons modifiés,E150a - Caramel E150a,E160c - Extrait de paprika|
Snacks|Menguy's|Maxi pop|d|Maïs à éclater sans OGM 82%, huile de palme, sel 2.3%|1749|19|1.2|8.5|8.3|2.25|||||||||||||||||1|||
Snacks|Menguy's|Soufflé de maïs|d|Maïssans OGM, _cacahuètes_ grillées moulues, huile de tournesol, sel, poivre.|1958|18.8|2.6|3.6|13.9|2.2|||||||||||||||||0|cacahuètes, cacahuètes, cacahuètes||
Snacks|Mes P'tits Secret|Gaufrettes cacao,noix de coco et glaçage cacao lacté|e|Fourrage à base de cacao 38%, enrobage au lait 29%, farine de blé, noix de coco râpées 8%, sucre, huiles végétales partiellement hydrogénées, lactosérum en poudre, pâte de cacao, poudre de lait entier, beurre, émulsifiant: lécithines de soja; sel, poudres à lever: bicarbonate de sodium, bicarbonate d'ammonium; arôme vanille. Traces éventuelles d'arachides, fruits à coque et œufs.|2364|35|46||4.4|0.17|||||||||||||||||1|en:gluten,en:milk|E322 - Lécithines,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium|
Snacks|Michel et Augustin|Feuilletés apéritif à l'emmental et aux oignons|e|7 grosses cuillères à soupe de farine de _blé_, 5 noix de _beurre_, de l'_emmental_, de l'amidon modifié de maïs pour une texture croustillante, une pointe de sel, de l'amidon de pomme de terre, 1 soupçon de l'incontournable levure boulangère, de l'arôme naturel, un peu d'oignon déshydratéet d'oignon en poudre, une pincée de poivre noir, des protéines de _lait_ et du dextrose pour une belle couleur dorée au four.|2092|25.4|2.8||10.1|2.8|||||||||||||||||0|blé, beurre, emmental, lait, lait||
Snacks|Michel et Augustin|Petits Beurre Apéritif Huile d'Olive et Sel de Guérande, aux Olives Vertes et au Romarin|e|3 cuillères à soupe de farine de _blé_, 2 cuillères soupe d'amidon de _blé_, 1 noix de _beurre_ frais1 cuillère à soupe d'huile d'olive, une pincée de lait écrémé en poudre, quelques olives vertes concassées, 2 pincées de sel de Guérande, un peu de sucre, une pincée de romarin, un soupçon d'arôme naturel et un peu de poivre blanc.|2057|27|4||7|1.69|||||||||||||||||0|blé, blé, beurre|E392 - Extrait de romarin|
Snacks|Milka|i Love Milka Pralinés|e|Sucre, beurre de cacao, graisses végétales, pâte de cacao, _lait_ en poudre écrémé, lactosérum en poudre, _noisettes_, _beurre_ concentré, _lait_ entier, émulsifiants, arômes.|2295|33|54.5|1.9|5.9|0.35|||||||||||||||||1|lait, lait, noisettes, beurre, lait, soja|E322 - Lécithines,E322i - Lécithine,E442 - Phosphatides d'ammonium,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
