categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Snacks|L'Apéritif,Crêperie Jarnoux|24 Blinis Cocktail, Poivrons Marinés et Piquillos|d|Farine de BLÉ, LAIT frais entier, préparation à base de poivrons mi-séchés et poivrons piquillos 18 %, huile de tournesol, poivrons piquillos 14. 8%, sucre, concentré de tomates, huile d'olive vierge extra, ail, sel, jus de citron concentré, acidifiant : acide citrique, conservateur : acide sorbique), _œufs_ frais entiers, eau, huile de colza, poudre à lever, sucre de canne, sel de Guérande.|1245|14.9|4.4||7.6|1.67|||||||||||||||||0|œufs, BLÉ, LAIT, BLÉ|E200 - Acide sorbique,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500i - Carbonate de sodium,E509 - Chlorure de calcium|
Snacks|LU,Grany|Barre de Céréales Pomme|d|Céréales 43.5 %, pommes vertes déshydratées séchées 12.2 %, sucre, sel, arôme, gluten, dextrose, extrait diorge malté, émulsifiants, lécithine de tournesol), correcteur d'acidité.|1695|12|26|3.7|5|0.5|||||||||||||||||1||E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E420 - Sorbitol,E420i - Sorbitol|
Snacks|LU,Grany|Grany|d|Céréales 24% [flocons d’avoine 12.9%, pétales de blé 11.1%], sirop de glucose, chocolat 20% [sucre, pâte et beurre de cacao, lactosérum en poudre, beaurre pâtissier, émulsifiant, arôme vanille], billettes de riz soufflé 18.9% [farine de riz 10.2%, farine de blé 6.2%, farine de blé malté 0.7%, sucre, gluten, dextrose, sel], stabilisant, huile de palme, sucre, émulsifiants|1757|14|27|3.9|6|0.61|||||||||||||||||1|en:gluten,en:milk,en:soybeans|E322 - Lécithines,E322i - Lécithine,E420 - Sorbitol,E420i - Sorbitol,E473 - Sucroester,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Snacks|La Boulangère|Gâche tranchée pur beurre|e|Farine de blé 42%, œufs frais 15%, sucre, beurre pâtissier 10%, eau, crème fraîche 4.4%, levure, gluten de blé, sel, émulsifiants : E471. E472e, E481. rhum, arômes naturels, farine de seigle, poudre de lactosérum, germe de blé, colorant d'origine naturelle : carotène d'algues|1515|13.5|14.4|0|8|1.1|||||||||||||||||0||E160a - Bêta-carotène,E160aiv - Carotènes d'algues,E471 - Mono- et diglycérides d'acides gras alimentaires,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Boulangère|4 baguettes viennoises déjà-fendues|c|Farine de _blé_, eau, _œufs_, huile de colza, sucre, levure, émulsifiant : E471. sel, _gluten_ de blé, poudre au _beurre_, conservateur : E282. levure désactivée, farine de _blé_ malté, agent de traitement de la farine : E300.|1364|7.7|8|2.3|8.8|1.1|||||||||||||||||0|blé, œufs, gluten, beurre, blé|E282 - Propionate de calcium,E300 - Acide ascorbique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|6 Croissants B'vegan|d|Farine de _blé_ 44.5 %, eau, matière grasse de karité 9.5 %, huile de tournesol 7.5 %, sucre, levain, levure, sel émulsifiants mono- et diglycérides d'acides gras, ester polyglycéniques d'acides gras, _gluten de blé_, arômes naturels, protéines végétales, colorant: carotènes, extrait d'acérola.|1602|16.9|7|1.8|7.9|1.2|||||||||||||||||0|Gluten|E160 - Caroténoïdes,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|Gâche Tranchée Pur Beurre|e|Farine de _blé_ 43.5 %, sucre, _œufs_ frais 13.5 %, _ beurre_ 10 %, eau, _ crème_  fraîche 4.3 %, levure, levain, _ gluten de blé_ , sel, émulsifiant : mono- et diglycérides d'acides gras, rhum, arômes naturels, colorant : carotènes, extrait d'acérola.|1515|13.5|14.4|0|8|1.07|||||||||||||||||0|blé, œufs,  beurre,  crème,  blé,  blé,  seigle,  gluten de blé|E160 - Caroténoïdes,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|Brioche tressée pur beurre|e|Farine de _blé_ 43.5%, _œufs_ frais 13.5 %, _beurre_ 11 %, sucre, _crème_ fraîche, eau, levain, blanc d’_œuf_, levure, _gluten de blé_, rhum, sel, arôme naturel, émulsifiants : mono- et diglycérides d'acides gras, colorant : carotènes, extrait d'acérola.|1490|14.2|11.6|0|8.2|1|||||||||||||||||0|blé, œufs, beurre, crème, blé, blé, seigle, œuf, gluten de blé|E160 - Caroténoïdes,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|Brioche Façon Quatre-Quarts|e|Farine de _blé_ 40%, sucre 18 %, _beurre_ 18 %, _œufs_ frais issus de poules élevées en plein air 12.5 %, eau, levain, levure, sel, émulsifiant: mono- et diglvcérides d'acides gras, arômes naturels, colorant: carotènes, extrait d'acérola.|1632|17.5|16.6||6.5|0.79|||||||||||||||||0||E160 - Caroténoïdes,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|Gache Tranchée|e|Farine de _blé_ 43.5 %, sucre, _œufs_ frais 13.5 %, _beurre_ 10 %, eau, _crème_ fraîche 4.3 %, levure, levain, _gluten de blé_, sel, émulsifiant mono- et diglycérides d'acides gras, rhum, arômes naturels, colorant : carotènes, extrait d'acérola.|1515|13.5|14.4||8|1.07|||||||||||||||||0|blé, œufs, beurre, crème, blé, blé, seigle, gluten de blé|E160 - Caroténoïdes,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|Pain au chocolat|e|Farine de _blé_ 33.5%, eau, _beurre_ 17%, chocolat 15%, sucre, levain, _œufs_ frais 2.5%, levure, émulsifiants : mono- et diglycérides d'acides gras - esters polyglycériques d'acides gras, sel, poudre de _lait_ écrémé, _gluten de blé_, arômes naturels, colorants : caroténoïdes, extrait d'acéroal.|1732|22|13.6||6.8|0.9|||||||||||||||||0|blé, beurre, soja, blé, blé, seigle, œufs, lait, gluten de blé|E160 - Caroténoïdes,E322 - Lécithines,E322i - Lécithine,E471 - Mono- et diglycérides d'acides gras alimentaires,E475 - Esters polyglycériques d'acides gras|
Snacks|La Boulangère|baguettes viennoises|c|Farine de blé, eau, oeufs, huile de colza, sucre, levure, émulsifiant : E471. sel, gluten de blé, poudre au beurre, conservateur : propionate de calcium, levure désactivée, farine de blé malté, agent de traitement de la farine : acide ascorbique.|1364|7.7|8|2.3|8.8|1.1|||||||||||||||||0||E282 - Propionate de calcium,E300 - Acide ascorbique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|La Boulangère|Pains au lait|c|Farine de _blé_, sucre, _œufs_ frais 8.5%, huile de colza, eau, poudre de _lait_ écrémé 2 %, émulsifiants : mono- et diglycérides d'acides gras - stéaroyl-2-lactylate de sodium, levure, sel, _gluten de blé_, arômes naturels, épaississant : gomme tara, antioxydant : acide ascorbique, conservateur : acide sorbique, colorant : carotènes.|1460|10.5|12.4|1.9|7.7|1.1|||||||||||||||||0|blé, œufs, lait, gluten de blé|E160 - Caroténoïdes,E200 - Acide sorbique,E300 - Acide ascorbique,E417 - Gomme tara,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Boulangère,Whaou,Whaou!|Pains au chocolat|e|Farine de _blé_ 32% ; chocolat 15.5%; _beurre_ concentré 15.5% ; eau ; levain; sucre ; _oeufs_ frais 3% ; poudre de lait écrémé ; levure ; emulsifiant : mono- et diglycérides d'acides gras - esters polyglycériques d'acides gras - stéaroyle-2-lactocylate de sodium ; sel ; protéine de caroube ; épaississant : farine de graine de caroube ; gluten de blé ; arôme naturels ; antioxydant : acide ascorbique ; colorant : caroténoïdes |1766|21.7|16||6.9|0.83|||||||||||||||||0|blé, soja, beurre, oeufs|E160 - Caroténoïdes,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires,E475 - Esters polyglycériques d'acides gras|
Snacks|La Confiserie Bressaude|Tisane brisure infusion|d|Acidifiant acide citrique, Arômes, Menthol Anéthol Colorants E100-E132-E141il-E150d E153-E163|1674|0|77||0|0|||||||||||||||||0||E100 - Curcumine,E132 - Indigotine carmin d'indigo,E150d - Caramel au sulfite d'ammonium,E153 - Charbon végétal médicinal,E163 - Anthocyanes,E330 - Acide citrique|
Snacks|La Cure Gourmande|Amandes enrobées de chocolat|e|chocolat noir, teneur cacao minimum 52%. pâte a glacer, lactosérum en poudre, émulsifiant: lécithine de soja, arôme naturel de vanille), amande, stabilisant gomme arabique, amidons, sucre, poudre de cacao maigre alcalinisé, amidons, sirop de glucose, agent de glaçage gomme-laque, colorants carmin, indigotine et tartrazine.|2222|30|44|2.5|8.4|0.7|||||||||||||||||1|en:gluten,en:milk,en:nuts,en:soybeans|E102 - Tartrazine,E120 - Acide carminique,E132 - Indigotine carmin d'indigo,E322 - Lécithines,E322i - Lécithine,E414 - Gomme d'acacia|
Snacks|La Fournée Dorée|Brioche mousseline tranchée|d|Farine de _blé_*, eau, _œufs_ entiers*, _beurre_ 8 %*, sucre pure canne*, _crème_ fraîche* sel, levure, _gluten de blé_*, arôme naturel contient alcool), rhum*, farine de _blé_ malté, extrait d'acérola . *Ingrédients d'origine agricole obtenus selon le mode de production biologique.|1335|10|12||8.6|1.1|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Snacks|La Fournée Dorée|La Gâche tranchee|d|Farine de blé, sucre, beurre frais 12%, oeufs entiers frais, crème fraîche 3.5%, sel, arômes naturels, gluten de blé, levure, eau de vie, émulsifiants, protéines de lait, levure désactivée, colorant (béta carotène Traces éventuelles de fruits à coque.|1458|12.4|11.6||7.8|1.1|||||||||||||||||0||E160a - Bêta-carotène,E160ai - Bêta-carotène,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Fournée Dorée|Navettes|e|Farine de _blé_, sucre, _beurre_ frais 11%, _œufs_ entiers frais, _crème_ fraîche 5%, levure, gluten de _blé_, blancs d'_œufs_ frais, arômes  naturels, sel, émulsifiants, sirop de sucre inverti, protéines de _lait_, arôme, levure désactivée, colorant.|1523|13.9|13.8||8|1.1|||||||||||||||||0|en:eggs,en:gluten,en:milk|E160a - Bêta-carotène,E160ai - Bêta-carotène,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Fournée Dorée|Le Chinois|d|Farine de blé, crème pâtissière 35%, colorant), fondant, sucre, oeufs entiers frais 3.5%, beurre concentré, huiles végétales, levure, blancs d'oeufs frais, arôme naturel, sel, gluten de blé, émulsifiants, poudre de lait écrémé, arôme, conservateur, protéines de lait, levure désactivée, colorant.|1113|6.5|19||6.2|0.72|||||||||||||||||1||E14XX - Amidons modifiés,E160a - Bêta-carotène,E160ai - Bêta-carotène,E282 - Propionate de calcium,E415 - Gomme xanthane,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Fournée Dorée|La Gâche des Vacances|e|Farine de BLÉ, sucre, ŒUFS entiers frais, BEURRE frais 10%, CRÈME fraîche 5%, poudre de LAIT entier, GLUTEN de BLÉ, sel, eau de vie, arômes naturels, levure, levure désactivée, colorant.|1431|12.1|16.5||7.5|1|||||||||||||||||0|en:eggs,en:gluten,en:milk|E160a - Bêta-carotène,E160ai - Bêta-carotène|
Snacks|La Fournée Dorée|Petits Chinoisaux pépites de chocolat - 300 g - La Fournée Dorée|d|Farine de blé, eau, sucre, crème pâtissière 35%, sucre, pépites de chocolat 6%, huiles végétales, oeufs entiers frais, blancs d'oeufs frais, levure, gluten de blé, sel, arôme naturel, arôme, poudre de lait écrémé, émulsifiants : mono et diglycérides d'acides gras, stéaroyl-2-lactylate de sodium, esters mono et diacétyltartriques des mono et diglycérides d'acides gras, conservateur : propionate de calcium, protéines de lait, levure désactivée, antioxydant : acide ascorbique.|1260|8.8|19.9||6.8|0.8001|||||||||||||||||1||E14XX - Amidons modifiés,E160a - Bêta-carotène,E160ai - Bêta-carotène,E282 - Propionate de calcium,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E415 - Gomme xanthane,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Fournée Dorée|La Gâche|e|Farine de _blé_, sucre, _œufs_ entiers frais, _beurre_ frais 10 %, _crème_ fraîche 5 %, levure, arômes naturels, sel, poudre de _lait_ écrémé, gluten de _blé_, eau de vie, émulsifiants, protéines de _lait_, levure désactivée, colorant.|1443|12.7|16.3||7.6|0.96|||||||||||||||||0|en:eggs,en:gluten,en:milk|E160a - Bêta-carotène,E160ai - Bêta-carotène,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|La Ruche d'or|NOUGAT DE MONTELIMAR|d|Sucre de canne non raffiné, _amandes_ 30%, miel 19%, sirop de glucose de blé, pain azyme, albumine d'_oeuf_|1858|16.2|56.1||8.3|0.04|||||||||||||||||0|Œufs,Fruits à coque, amandes, oeuf||
Snacks|La Vie Claire|Croissants Pur Beurre|e|_Beurre_* 25.3%, fécule de pomme de terre*, farine de riz, eau, sucre de canne*, _œuf_*, crème de riz*, levure de boulanger, rhum*, sel, épaississants: gomme de xanthane et gomme de guar*, poudre de glucose*|1841|25|14||5.1|1.3|||||||||||||||||0|Beurre, œuf|E412 - Gomme de guar,E415 - Gomme xanthane|
Snacks|La Vie Claire|Truffe Fantaisie Nature|e|Chocolat noir 69 %, graisse végétale, cacao en poudre. Cacao: 48% minimum.|2671|53.2|34.4||3.2|0|||||||||||||||||0|||
Snacks|Labelvie|Brioche aux Œufs et au Beurre sans Gluten|b|Mix pain, fibres yégétales, dextrose de maïs, épaississants : cellulose, gomme guar, sucre, sel, levure de sarrasin et quinoa biologique, conservateurs: propionate de calcium, acide sorbique, amylase maltogénique), eau, mix brioche, jaune d'_œuf_ en poudre, sel, farine de riz, arome, colorant : beta carotène), huile de tournesol, glycérine, levure sèche.|933|3|6.6|4.8|4.2|1.05664|||||||||||||||||0|en:eggs,en:milk|E1100 - Amylases,E14XX - Amidons modifiés,E160a - Bêta-carotène,E160ai - Bêta-carotène,E200 - Acide sorbique,E282 - Propionate de calcium,E330 - Acide citrique,E412 - Gomme de guar,E422 - Glycérol,E460 - Celluloses,E464 - Hydroxypropylméthylcellulose,E466 - Carboxyméthylcellulose|
Snacks|Labeyrie|Apéritif Bouchées Gourmandes 40% Foie Gras, Cœur de Figue & pavot|e|Foie gras de canard, graisse de canard, foie de canard, eau, figues violettes, sucre, glucose, _œufs_, Cognac, protéines de _lait_, sel, pavot, poivre, acidifiant : jus de citron et acide citrique, gélifiant : pectine de fruits, antioxydant : E300. conservateurs : E250. E202.|1715|36.9|11.3||7.2|1.3|||||||||||||||||0|œufs, lait|E202 - Sorbate de potassium,E250 - Nitrite de sodium,E300 - Acide ascorbique,E440 - Pectines,E440i - Pectine|
Snacks|Le Prix Gagnant!|10 pains au chocolat|d|farine de _blé_, eau, matière grasse végétale, chocolat 10%, sucre, levure, sel, émulsifiants : E471. E472e, poudre de _lait_ écrémé, arômes, conservateur : E282. antioxydant : E300. _œufs_, colorant : E160a.|1553|16|11|3.3|7|1|||||||||||||||||1|blé, soja, lait, lait, œufs|E160a - Bêta-carotène,E282 - Propionate de calcium,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E471 - Mono- et diglycérides d'acides gras alimentaires,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras|
Snacks|Le Tech|Touron & Chocolat|e|Chocolat au _lait_ 85 %, praliné 15 %.|2212|31|53.7||6.5|0.102|||||||||||||||||0|lait, lait, soja, amandes, oeufs, lait|E322 - Lécithines,E322i - Lécithine|
Snacks|Leader Price|Balls Fromage|d|Semoule de maïs 59%, huile de tournesol, base aromatisante, sel.|2243|33.4|3||6.2|2.04|||||||||||||||||0|lactosérum, fromage||
Snacks|Leader Price|Caramels Durs à la Crème Fraîche de Normandie|e|Sucre, sirop de glucose, _crème_ fraîche 15%, poudre de _lait_ écrémé, sel, dextrose, arôme.|1747|8.8|72||1.6|1.01|||||||||||||||||0|crème, lait||
Snacks|Leader Price|Biscuits saveur Gouda|e|farine de _blé_, huiles de tournesol, de colza et de coco hydrogénées et non hydrogénées, _fromages_, lévure, _lait_ en poudre partiellement écrémé, sel 1.4%, amidon transformé de pomme de terre, chapelure), poivre blanc, émulsifiant, poudre d'oignon, colorant, antioxidant, acidifiant, arôme naturel|2347|34|1.6||19|2.1|||||||||||||||||0|blé, fromages, lait, blé|E100 - Curcumine,E14XX - Amidons modifiés,E160b - Rocou,E160c - Extrait de paprika,E270 - Acide lactique,E306 - Extrait riche en tocophérols,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Leader Price|Tubes goût salé|d|Farine de maïs 40%, huile de tournesol, farine de riz, farine d'_avoine_, farine de _blé_, arôme, sucre, sel 0.7%, poudre à lever : carbonate acide de sodium, exhausteur de goût : glutamate monosodique, guanylate disodique, isonate disodique.|2104|28.2|4||6|2.1|||||||||||||||||0|avoine, blé|E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E621 - Glutamate monosodique,E627 - Guanylate disodique|
Snacks|Leader Price|Les Craquines olive/parmesan |e|Farine de _blé_, _beurre_, mélange d'olives vertes, _fromage_ Gouda 4.3 %, _fromage_ Parmesan 2.4 %, levure, sel de mer, poivre noir, poudre d'ail, protéines de _lait_, dextrose.|1964|18.6|1.5||15|3|||||||||||||||||0|blé, beurre, fromage, fromage, lait|E330 - Acide citrique|
Snacks|Leader Price|Les Craquines aux graines|e|farine de _blé_ 52%, graines 16.4%, _beurre_, son de _blé_, levure, sel de mer, sarrasin 2%, germe de _blé_, poivre noir, protéines de _lait_, dextrose|1883|20.4|0||15.2|2.24|||||||||||||||||0|en:gluten,en:milk,en:sesame-seeds||
Snacks|Leclerc|Crois. X5 + P.Chocol.X5|d|CROIS. X5 + P.CHOCOL.X5. eau, sucre, LAIT entier frais pasteurisé, levure, ŒUFS frais, GLUTEN de BLE, sel agent de traitement de la farine, acide ascorbique, enzyme dorure OEUFS frais 1% sucre, chocolat, croissant 3 meuniers, BEURRE sucre, levure, GLUTEN de  blé sel, de LAIT entier, levain d’epeautre complet déshydraté, extrait de malt dorge, LACTOSERUM en poudre, agent de traitement de la farine acide ascorbique, enzymes xynalase, dorure ŒUFS frais Contient LAIT, ŒUF, GLUTEN, SOJA|1464|20|8.6||6.1|0.79|||||||||||||||||0|LAIT, ŒUFS, GLUTEN, BLE, OEUFS, SOJA, BLÉ, BEURRE, GLUTEN, LAIT, ŒUFS, LAIT, ŒUF, GLUTEN, SOJA|E322 - Lécithines,E322i - Lécithine|
Snacks|Leclerc|Pain au chocolat X5 3meuni|e|Farine de blé, beurre, eau, chocolat,, sucre, Lait entier frais pasteurisé, levure, Oeufs frais, gluten de blé, sel|1356|19|9.9|0|5.5|0.7|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine|
Snacks|Les Anis de Flavigny|Anis|d|Sucre, arôme naturel d'anis étoilé, graine d'anis vert.|1665|0|97.1||0.2|0.0033|||||||||||||||||0|||
Snacks|Les Chocolats d'Augustin|Escargots Praliné Noisette Chocolat Noir Bio|e|Praliné noisette* 53 %, chocolat au lait* [pâte de cacao* et beurre de cacao* 40.5% , sucre de canne* 40.5 %, poudre de _lait_ entier* 19 %). *100% des ingrédients d'origine agricole sont issus de l'agriculture biologique.|2410|39.4|42.9||8.9|0.0168|||||||||||||||||0|noisette, lait||
Snacks|Les Delices De Belle France,Belle France|Barre Nougat Mont.|d|sucre, _amandes_, miel, sirop de glucose, _pistaches_, pain azyme, albumine d'_œuf_, arôme naturel de vanille.|1875|16.1|58.6||8.1|0.0299999999999999|||||||||||||||||0|amandes, pistaches, œuf||
Snacks|Les Doodingues|Diablotins goût Ketchup|d|Pomme de terre en poudre 21% - huile de toursesol 11% - amidon de maïs - amidon de pomme de terre - chapelure de _blé_ - farine de _blé_ - sucre - sel - maltodextrine - oignon en poudre - tomate - ail en poudre - émulsifiant: mono et digiycerides d'acides gras - acidifiant : acide citrique - arôme naturel - épices - herbes aromatiques. |1992|22|5.7|2.1|4.3|1.7|||||||||||||||||0|blé, blé|E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Les Délices Dauphinois|Mouna|e|Farine de _blé_, _œufs_ entiers frais, Sucre, _Beurre concentré, Sucre, Sucre grain, pâte et écorces d'oranges confites, Muscat de Rivesaltes, Anis vert, Arômes naturels, Levure, Emulsifiants, Levure désactivée, _Gluten de blé_, Sel.|1560|12.2|20.2||7.4|0.91|||||||||||||||||1|en:eggs,en:gluten,en:sulphur-dioxide-and-sulphites|E160a - Bêta-carotène,E160ai - Bêta-carotène,E220 - Anhydride sulfureux,E300 - Acide ascorbique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Les Délices Des 7 Vallées|8 Mini Beignets Fourrés au Caramel|d|Farine de BLE, fourrage au caramel 24%, graisses végétales), eau, OEUFS, sucre, BEURRE, décor, GLUTEN de BLE, levure, sel, émulsifiant: E471.arôme, malt de BLE, colorants: E160a-E160b, antioxydant: E300.|1531|16|18||5.9|0.71|||||||||||||||||1|BLE, BLE, LAIT, SOJA, OEUFS, BEURRE, BLE, GLUTEN, BLE, BLE|E14XX - Amidons modifiés,E160a - Bêta-carotène,E160b - Rocou,E202 - Sorbate de potassium,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E331 - Citrates de sodium,E331iii - Citrate trisodique,E334 - Acide L-tartrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Les Délices des Gourmands|Saint-Génix Pur Beurre|d|Farine de _blé_, pralines _amande_ 17.5 %, _œufs_ frais, sucre, _beurre_ 8.5 %, pâte d'agrumes, _gluten de blé_, levain de _blé_ 1.3%, muscat de Rivesaltes AOP arôme fleur d'oranger, rhum, fibre de _blé_, arômes.|1665|12|30||10|0.1|||||||||||||||||0|blé, amande, amandes, œufs, beurre, gluten de blé, blé, blé|E120 - Acide carminique,E160 - Caroténoïdes,E414 - Gomme d'acacia|
Snacks|Les Délices des Gourmands|Saint Génix Pur Beurre|d|Farine de _blé_, pralines amande 18 %, _œufs_ frais, sucre, _beurre_ 8.5 %, pâte d'agrume (écorce d'orange, sirop de glucose-fructose, sucre, jus de citron concentré, _gluten de blé_, levain de _blé_ 1.3 %, muscat de Rivesaltes AOP, arôme fleur d'oranger, rhum, fibre de _blé_, arômes.|1677|12|30||9.6|0.1|||||||||||||||||0|blé, amandes, œufs, beurre, gluten de blé, blé, blé|E120 - Acide carminique,E160 - Caroténoïdes,E414 - Gomme d'acacia|
Snacks|Les Recettes de Céliane|Biscuits noix de coco|e|Farine de riz*, sucre de canne blond*, huile de palme*, fécule de pomme de terre*, noix de coco râpée* 10.4%, sirop de glucose*, eau, sel, épaississant : gomme de guar*, émulsifiant : lécithine de tournesol, arôme naturel*. *ingrédients issus de l'agriculture biologique.|2073|22.7|17.4||3.6|0.49|||||||||||||||||1||E322 - Lécithines,E322i - Lécithine,E412 - Gomme de guar|
Snacks|Les Ruchers du Luberon|Calissons|d|AMANDES sucre, sucre glace, miel de lavande 11 % ,melon confit, sirop de glucose, blanc d'OEUF, écorces d'orange confites, pain azyme,extrait de Grand-Marnier, jus de citron.|1850|17.4|50.2||7.7|0.013|||||||||||||||||0||E330 - Acide citrique|
Snacks|Les Trois Abeilles|Borne de Nougat de Montélimar|d|Sucre, AMANDES, miel, sirop de glucose, pain azyme, blanc d'ŒUF, arôme naturel de vanille.|1937|17.4|41.7||9|0.03|||||||||||||||||0|AMANDES, ŒUF||
Snacks|Les Voyages Extraordinairement Gourmands,DV SAS|20000 Caramels Durs Sous Les Mers|d|Sucre, sirop de glucose, poudre de _lait_ écrémé, sel, dextrose, arômes, colorants : E150c, E171.|1586|0.1|79||1.5|1.1|||||||||||||||||0|lait|E150c - Caramel ammoniacal,E171 - Oxyde de titane|
Snacks|Les œufs dégustation,Cémoi|Assortiment fruité noir & lait|e|sucre, graisses végétalespâte de cacao. cacao maigre en poudre, beurre de cacao, poudre de _lait_ entier, _lactosérum_ en poudre, pâte de _noisettes_, poudre de _lait_ écrémé, brisures de biscuit 1%, sucre, _beurre_, sel), inclusions à la framboise 1%, pépites au citron vert 1%, matière grasse de _lait_ anhydre, arômes, émulsifiant : lécithine de tournesol, _lactose_.|2358|39|44||5.7|0.13|||||||||||||||||1|en:gluten,en:milk,en:nuts|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E332 - Citrates de potassium,E341 - Phosphates de calcium,E401 - Alginate de sodium|
Snacks|Lidl|Mini Blinis|d|Farine de _blé_, eau, huile de tournesol, _lactose_, protéines de _lait_, poudre de _lait_ écrémé, _lactosérum_ en poudre, _œuf_ entier, blanc d'_œuf_ déshydraté, poudres à lever : carbonates de sodium, diphosphates sel, antioxydant : acide ascorbique.|1096|9.4|7.2||5.9|1.72|||||||||||||||||0|blé, lactose, lait, lait, lactosérum, œuf, œuf|E300 - Acide ascorbique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Snacks|Lindt|Connaisseurs croquants|e|Sucre, pâte de cacao, beurre de cacao, _lactose_, _noisettes_ 6 %, matière grasse végétale de palme, poudre de _lait_, _amandes_ 4 %, praliné _noisettes_4 %, praliné _amandes_3 %, beurre _laitier_ concentré, poudre de _lait_ écrémé, éclats de gaufrettes, sel, arôme naturel de vanille) 0.6 %, cacao maigre, émulsifiant, extrait de malt d'_orge_, arômes, miel, café, sirop de glucose.|2361|38|47||6|0.119888|||||||||||||||||0|lactose, noisettes, lait, amandes, noisettes, noisettes, amandes, amandes, laitier, lait, blé, soja, orge|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
Snacks|Lindt|Goûter gourmand|e|Sucre, beurre de cacao, poudre de _lait_, pâte de cacao, _lactose_, éclats petit beurre, acidifiant, poudre à lever) 3 %, praliné _noisettes_2 %, éclats biscuits cacao) 2 %, beurre _laitier_ concentré, sucre inverti, sirop de glucose, matière grasse de palme, poudre de _lait_ écrémé, noisettes, éclats de gaufrettes, sel, arôme naturel) 1 %, émulsifiant.|2251|31|53||5.5|0.249936|||||||||||||||||1|lait, lactose, blé, beurre, blé, lait, lait, noisettes, blé, laitier, lait, blé, blé, blé, soja, orge|E160c - Extrait de paprika,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E500 - Carbonates de sodium,E500i - Carbonate de sodium,E500ii - Carbonate acide de sodium,E501 - Carbonates de potassium,E501i - Carbonate de potassium,E503 - Carbonates d'ammonium,E503i - Carbonate d'ammonium|
